id,name,vocabulary_id
2927c48b-25d3-4df5-8c8b-6a7527519d7a,black cottonwood,
53c149e8-9fc3-45c0-b433-c7451233cf08,black spruce,
4099d561-98bc-4ddc-a4d3-28ddeca56e78,Blacktail deer,
c301d09c-ae5a-4830-8143-fdeb442b2863,Blister rust,
8bcb9aba-43c4-4039-b64b-eaadfb8ccffc,Boreal forests,
bce66f4a-7237-4b69-b6b8-61b0ed63d8e3,boreal white and black spruce,
c69bcb18-327d-485f-9147-2767eeabdf1f,British Columbia,
9351e7b0-2660-40e2-a25a-a769eec6a36f,Brushing,
98d68130-5919-415a-a1be-f8461649cbd6,bunchgrass,
62ad2fb9-dcd0-4242-b872-80c7c6c105d2,BWBS,
c52873bf-cb2f-4230-be56-8e10b30c2a84,BWBSdk,
026e6b26-de2e-4d80-9584-286559e84384,BWBSmk,
02e4ee33-23e6-4403-8ac1-a5e888ff0ade,BWBSmw,
ef1196ff-afd7-44ff-b364-2d4868d8cbdf,BWBSmw2,
53ee3fa0-fa0f-454f-b9f3-b3be0a984010,Cable equipment,
5ffe5a72-04db-48fd-b0bf-8ad6b05441dc,California,
eec91432-ed82-4e04-ad59-f5bc5f79e4cd,Canada,
df3d8194-1973-4266-9fac-63aae880a1d5,Carabid beetle,
f6dbc0e8-dc7a-4a77-9ec4-81d56a51a2c2,Carbon,
f3b91d1e-04cf-4aeb-9f12-4755c8422f0b,Caribou,
6b6d533a-72ff-4698-b7e3-b37b0bd3f86e,Case Study,
bc57f837-e7c7-4bb2-b7a6-ece4d44cf205,Cattle,
0c196530-5b87-41ec-a366-9aa3c59f0157,CDF,
de261a46-a158-4ac2-8958-1e8ec875d3b8,CDFmm,
0f0d5980-8493-426d-8150-a53f3000f82e,Central AB,
470ea081-f1fb-4397-b0fc-1489dc43e77e,Central BC,
3bfc6dce-803a-49d8-a079-0f36e492eff0,Central Coast BC,
83dd9f8c-71bb-4ca8-9af1-364e084bd834,Central Interior BC,
2aee6bd4-39a4-4791-8293-0d21c8da532a,Central Island BC,
c04c763a-bc25-4e7e-8a47-f354c1ed84de,Chinook salmon,
028da03f-ee10-40ee-8518-10d5f2d0703a,Clearcut system,
ef566934-7f50-4278-b9cb-3f4e16a52434,Climate change resilience,
afdf07f5-876e-47d2-8cfa-f4493cc745fa,Coastal BC,
f8d70029-2a1a-4300-b56b-75487ea3fb25,coastal douglas fir,
22eb7819-cfa4-453a-afc7-f16e9a950a15,Coastal forests,
f89afb7f-64d1-4735-88f8-24172a07e3ff,coastal western hemlock,
8f5d8b32-dcb9-4702-aa01-e216bc088d8d,Colorado,
812e336e-32e2-4b39-80f5-3462760c696f,Commercial thinning,
31196076-ece4-4bd5-81e4-5967c745574c,Community forest,
236e52a4-cc43-43b5-9c30-1754fd1db62a,Community of practice,
b43875c9-8a61-47d6-a776-ee4a455a67e8,Community of Practice,
f48044c4-efbc-44fb-96ed-dcefe16a70ea,Competition,
948ee00a-18ed-48ce-84df-3e54e72ce616,Coniferous,
2bb510e5-e670-4aca-8fae-8d6e89a057d4,Coppice system,
94643b50-f0d0-4e0a-9bb9-995b278d15e6,Cultural,
ddd129b1-5980-461f-9746-86a343797d03,Cultural fire,
3def2f5b-276b-49a3-a542-f483544c3ff9,Cupressus nootkatensis,
0fb62749-a13f-4f92-ab77-c468a29c2b1c,Cw,
a51ea1a2-05d1-4349-9c51-867928285eb5,CWH,
b58c0968-914b-457a-9284-2a2e5ca256d5,CWHdm,
d61181b1-9493-4b2c-940b-f7adc7452e1e,CWHds,
31f65433-8fd5-4a3b-80b6-dd0ba8836399,CWHds1,
1be0910e-fe74-4452-8b1d-ba86d3c1c568,CWHds2,
d2563399-da76-423a-994e-60af28108407,CWHmm,
4a86ce36-ad70-4da2-9dd9-2d11c08419e5,CWHmm1,
7c7674f0-86ff-4ed5-bcb3-5848af2c1f7a,CWHmm2,
8dde461e-13ac-4866-ae07-6ec0d0efe1be,CWHms,
51582f39-5827-4d6a-ad6d-7feaddb376f7,CWHvh,
722e7209-ff9d-4761-83e7-7acdf97dcf51,CWHvh2,
f4518b58-ee61-448e-9a74-3f0e08ecb039,CWHvm,
06fc5edb-83af-4383-a62b-9926e72b82ed,CWHvm1,
841d9d20-57fc-4e1c-a9eb-2e817556622d,CWHvm2,
2682dcb5-aafe-45c1-baa8-17d47b8ce503,CWHwm,
77f696a1-0156-4028-be53-9a4320a3630c,CWHws,
e121aa8c-00b2-4fb7-99a8-276a0d1c721d,CWHxm,
b8ca2b7f-43db-4193-8536-9177415e70f1,CWHxm1,
3f6b94fd-516b-4371-a5e0-c1ce4ca31c77,CWHxm2,
8c1ddf1d-5850-4737-aa58-23540d8ba77e,Decay fungi,
92d68188-72c3-43c7-9bfb-9769c81578fa,Deciduous,
b446a235-d910-41af-9d47-82915e71030d,Decision Aid,
1318d1a6-9a20-4b2e-85d0-4fd8709a871a,Discussion Paper,
df5f755d-60b3-4034-89a1-5ecbab125cc4,Dispersed cut,
63756f85-537c-4d84-a7ad-de962a85c2f2,Douglas-fir,
54557bc7-5e45-4fe7-b7a6-e6525f7b73f7,Douglas-fir beetle,
0bb6c69a-63c3-4852-80be-e2ab694c53e2,Douglas-fir tussock moth,
6aae9c42-525d-427b-8394-fcd0503de443,Dr,
c4b5d077-98e4-424c-90c9-4ef25cf658e9,Drought,
17564bc4-41c5-4f29-b077-c392707e1a6a,Dry interior forests,
63d82d6f-259c-411b-a22e-9a624ee19760,Dwarf mistletoe,
97b4c8ff-3515-45a1-8105-091585a32090,Economic,
d1a672b8-ea4a-47b3-83cd-6418e72fa829,Ecosystem health,
aa4d242d-da15-427b-8e56-6d38e0964ef4,Elk,
e6ac673c-a82a-41a3-9ace-864b959c573c,engelmann spruce,
98bff93d-758b-495a-9044-528c630e72fd,engelmann spruce subalpine fir,
baa54daf-056b-48ba-b20e-d9c43ba58141,Ep,
12fa8bb9-4ba1-4b6b-a2a6-10e9553b914d,ESSF,
cf0ca375-8c03-4ade-9b49-414563ea4d23,ESSFdc,
9e390816-8f3c-4182-ae04-ef6d5055e284,ESSFdc2,
0e472e64-16cb-40cb-9df8-f76879e51fa3,ESSFdk,
bebf9f44-7999-436a-9c80-33a71d5bc1ee,ESSFdv,
a61f05f2-5d6c-45e3-b9ef-992382badd58,ESSFm1,
91033eba-a0ac-4e02-a52d-e7dc9ec55d90,ESSFm2,
98702ac9-8027-4c2c-bf74-0e1b486be6b5,ESSFmc,
d123646d-eb46-4237-8527-a8f59cdc20b2,ESSFmm,
396bcf72-d168-4153-9046-a8aa52ee3601,ESSFmm1,
1b2c5700-019c-4181-a4b7-ce353c1e2df8,ESSFmv2,
f60d7407-c2b5-4683-94ee-734970a0bd03,ESSFvc,
4afc4b8f-1d34-439f-b628-03958d20f88d,ESSFwc1,
b6a0ae1a-2cfe-47b6-8449-9a9f9c7fb8e3,ESSFwc2,
eb00a705-2e09-4b83-8842-ce056a39bbf3,ESSFwc3,
07fd7490-16e9-4495-86bf-734cb2a6d4ef,ESSFwk1,
f478b5ae-2f6d-4a2c-9988-876597dd914b,ESSFwk2,
ba187516-a93f-4571-95a3-458687f51792,ESSFwm,
d37eded8-8c41-4ee6-aa6e-5166601faf5c,ESSFwv,
ecdb9189-6136-4dee-be9a-fa9294a64870,ESSFxc,
d886ffe3-5c9b-4ac8-8dbb-64d8857bf762,Even-aged system,
95bf82b7-2377-4086-b7ca-0c793f4c9e4b,Extension Note,
541ba8b2-a946-4171-8b9c-fd99e0485522,Fd,
661a3f6b-cc61-4463-84f1-5a7ed8f5500f,Feller-buncher,
63ccdfbf-0ded-489c-8bd5-b278b2a9e26d,Fertilizing,
28ed8473-a396-4b8d-8687-df9232b37a95,Field Photos,
0a6f88b9-db53-4bac-a14c-781c26297b8b,Fire,
156856ce-0f18-4ba5-b842-2bc628ce20a1,Fisher,
e8a46772-0cff-4bdc-8e08-73c52e2f3bf1,Flooding,
407af141-abb5-4349-85a3-f1ac6d7b85e3,Forest health,
c6ee607f-c8bf-44dc-bc9f-ef104498180e,Forwarder,
c3225108-1518-4d94-b544-a35bb0f41b8d,Frost,
e890f97d-48b1-44cc-aa20-98ad8732d237,Fuel management,
1625bf5e-804f-4523-bf4b-4daba8e18e10,Full fibre utilization,
d1a8ccbd-0615-47a9-b288-f29f57d14318,garry oak,
c6bb1f58-693f-4a92-9b9d-0f8fc29556f5,Genetic worth,
45e27b2d-3e9c-4afa-ab18-e47155eb80ba,Global,
e28f1a15-a561-4d1b-bf51-947aaf10bf16,Goats,
9d348316-ae6b-4134-b3bd-9a24f11109dc,Goshawk,
4d21441f-e382-4ce2-9325-8dd6c638dba9,grand fir,
17ed8ee1-89d9-408c-8633-ce6f9493116d,Grapple equipment,
d6203ef9-d18a-451b-9b91-f1444c8a6b3f,Grizzly bear,
a108123a-f6ef-4237-9ce6-ed9df4999d2b,Group cut,
3bfe2d40-edd5-472d-8212-8039f47310f9,Growth,
3361e466-52e0-4d10-b404-a30caa97714b,Guidance document,
c7ecf23e-fca4-4263-a691-bcf8f705340c,Guidance Document,
15135e83-1495-45b7-923e-e19a61bdb7d7,Gypsy moth,
b7689988-b77c-4a66-83ef-bf7ff4395d10,Harvest,
77da5dd9-0129-4f82-bca9-d6b3109f9f71,Heavy lift helicopter,
28c32741-9da2-4909-a2e9-917107d87b05,Herbicide,
ff16f600-7273-4518-9a87-3d92870a5889,Hm,
703c206f-1de2-4ef1-866c-57eaf42b96b9,Hw,
b8780d38-903a-4bf6-9a30-9ea3d99b3733,hybrid spruce,
f718478d-bade-41d9-94d7-41d383529ec0,Hydrology,
3ba870b8-1a9a-4093-b5a7-06badcb8d8e4,ICH,
a3d3ee51-23c9-4539-9009-990276cc6130,ICHdk,
65fd1b6e-eaab-46c9-bd2a-c2ca5503b102,ICHdw,
4f2a2788-f792-4edd-a0a2-0e0df4a74096,ICHdw1,
568a87c6-54d0-49de-ba42-b8f794b0de1f,ICHmc1,
857ec1e4-6bb4-4dcb-baa5-e9c3ded4126a,ICHmc2,
dcf9341a-0060-4f45-b3d6-be617a332e59,ICHmk1,
99f5eebc-ff81-4c4f-b2c6-458f253566ea,ICHmk3,
f85a1845-ea67-48e3-8baa-c92968f78f84,ICHmw,
81ca147b-10fe-4e19-a70d-97b2751d943d,ICHmw1,
4781e6f1-023d-4a29-9403-8e7f1898a3c1,ICHmw2,
18fe7eee-2620-4f1d-8b29-e0520d058246,ICHmw3,
4e77a3ff-1565-42bf-b8f9-fecc299ce67a,ICHvk2,
c3eec501-7113-452e-bd0a-4a3a784dca3b,ICHwk1,
1747bec6-cd1d-4dba-9ec0-9269ba3cab87,ICHwk2,
db8dc8f6-7ed4-49c9-90f3-7ea8547286b6,ICHwk3,
ec60af55-0ef6-4a87-9765-756848d9a456,ICHwk4,
fc7061a0-11f7-468f-8e29-928abc7f2d30,IDF,
cc36b53a-7ac3-4c47-bed8-d926cb30a938,IDFdk,
01f2182a-374f-4682-b4e0-4b87c8298994,IDFdk2,
f1785434-4ca4-44ef-a1d9-4cab99c4878a,IDFdk3,
877e8264-697f-409a-a59b-7a2f37e5254b,IDFdk4,
8a91d49e-7e34-4472-8b23-dad08e242b09,IDFdm,
354c5e7d-7caf-42fb-94ee-7e0285414554,IDFdm1,
52f44f58-cf76-40a7-a1cf-d27e95e3aeb6,IDFdm2,
9643b0bc-2c71-4de5-99f4-e21f2362a06f,IDFmw,
3d39de9f-9de4-4f1f-97b5-9dd09946374c,IDFww,
d79beee8-f10c-457b-b4e3-d6af41a75272,IDFxh,
e27e7915-0ead-449b-9a93-ece0d2b88a74,IDFxh1,
93d3abc4-4470-4f28-aba9-c90276c38180,IDFxh2,
51165570-6bae-4f48-8c28-140ae557b59d,IDFxm,
849c13ac-676a-405e-8492-ec97070e5113,Insect,
119aee4e-cc7d-477a-ad2b-1e83520eae55,Interior BC,
3d141a43-9b5a-4148-af32-63c4811ddcef,interior cedar hemlock,
1856e403-2b22-4029-992c-08bbe7513782,interior douglas fir,
5eff3d87-2954-4218-8131-665f0f27751f,interior spruce,
add5bf51-c89a-4a3d-9bce-a1035427a169,Irregular system,
a772a47a-223a-456f-9f02-4754592f3db2,jack pine,
35e78324-b23a-4f21-be2f-3e196e0f498b,Larch casebearer,
af5201e2-9cf7-4bb4-9e23-888ab1b00c5d,Larix occidentalis,
c20b51f9-cad8-44ac-b8a1-9cc9f1db96b8,Loading equipment,
3af24f80-75eb-45a8-b56a-4c23ef4f304b,lodgepole pine,
3dfdf6c0-92bd-4a2e-93c6-4216b99e8f90,Lw,
3f2bc138-f3a7-436d-991b-ac743ccd5726,Magazine Article,
512473af-1fac-4768-a1c2-3b2eb1f97ceb,Manual brushing,
a79de32c-2f5d-422d-84a6-c5ee3b019882,Mass wasting,
45c99af8-b00a-41f6-a92d-135874a11056,Mastication,
e818fc8c-c59c-4b46-b9dc-da5d2e68cb42,Masticator,
daecccb6-9434-4b41-b8b7-c9c569b7a81c,Mb,
76601b98-4fd9-4eaf-8b5e-fab155bc1697,Mechanical falling equipment,
5db673a5-4da1-4f33-a805-a2f9aa9e231b,Mechanical processing equipment,
f09c151f-41ff-4506-bab2-c0fc9d0bec1c,Mechanical raking machine,
042aad61-b029-4180-b4a6-9d4da2a0f75b,MH,
f7297350-39d8-4480-92a4-396e84e0ed84,MHmm,
aea8f18b-ac09-4f5b-8abf-7feb406d5073,MHwh,
21232011-7789-4880-9304-ec0615cd9a73,Models,
9f9f24d3-ef49-405a-b28e-ad09bd093b07,Monitoring,
e592844b-6566-4f56-af6c-83adc3d5e0ab,Montana,
68c49e64-58a6-4053-a169-6151194caa54,Montane and subalpine forests,
89f73f5c-ce4b-4270-a475-18cd94cb4719,montane hemlock,
4aa0c05c-d7ea-47a9-a3e3-e75c5bade364,montane spruce,
baaa8144-7ae4-41ca-8a5a-19c9c69fc89c,Moose,
6d7da69c-1139-41f4-bb63-8da427436261,mountain hemlock,
5c0d9b34-9596-41a1-b431-0ca55b0ba97d,Mountain pine beetle,
a832dc42-48dc-4190-911e-b75df952144d,MS,
56279a89-c28c-4fe2-b1d3-6fd35b38f7dc,MSdc,
781cfcc8-f025-46c8-bac8-2609415d881a,MSdk,
5a7566a9-2a73-486e-85f1-58af58e92a27,MSdk1,
3929fc66-112b-427b-9a33-ac8b6fd5b530,MSdm,
40b886fb-ed86-4592-bd0c-6b6718ab36f1,MSdm1,
c032d872-ff05-4f9c-9b25-c9554de12d30,MSdv,
81931642-804e-4c33-b488-1064aea29a19,MSxk,
c4ecebbb-e3a3-4a8b-bef2-f229cea8d77f,MSxv,
9e24bb6e-70c5-4e20-9648-331bb9c7e6ac,MSxv1,
bdc172ac-b915-4eca-a52b-d0dd69dc139e,Mulching,
196826a0-01f9-4d14-87fb-9108ef0d04c0,Mule deer,
0ac94126-8721-499c-b1db-74c3a975d847,Natural disturbances,
cde3d6af-1331-4902-8c7b-22da07befb80,New Mexico,
e6a3ee7f-bae1-4085-bd09-0bbebd944455,Non-timber forest product,
f1956a6d-b500-44f4-ab3d-ef30b4a4c2ed,North Coast BC,
14ecd7af-2ebb-4696-b72a-c55cf52d94e2,North Island BC,
09b780cc-76e1-43eb-a90a-ca6667aa4d3d,Northern AB,
a0f9a1da-08be-417c-ac7f-ea645d0cd650,Northern BC,
e84fc92b-684a-4fb8-ab73-75c50b649904,Northern Interior BC,
094d3130-f81f-4217-87ca-e8dd196e0c63,Northwest AB,
35c7e41e-cee1-46d6-ab4d-b80741a119b8,OGMA,
6b92ab10-21c8-4a1b-ba43-33ee0a1bf703,Old growth attributes,
f8962aa7-cf90-4837-818f-012f8bdeff5b,old growth management area,
9ed1fdca-7c4f-4049-96d5-6669da25480e,Oregon,
f870fbb5-e2c0-4219-adfb-cfe63f5f5538,Other Canadian Provinces or Territories,
19ab201f-2d10-431e-8e9a-a3325f7aa21b,Pa,
d475cf53-5452-476c-853e-15eb383c4de6,paper birch,
3c17a386-6774-4668-89c6-041c5085e96e,Patch cut,
9fd234ac-d3e7-45d1-a7b3-1542db64412f,Peer-Reviewed Literature,
e3d271f7-7220-4c60-803b-d7a7aef772ce,Picea engelmannii,
af4f96ab-57f9-4e6b-9b68-3acf5d609acc,Picea engelmannii x glauca,
d833b62a-0b7a-4830-9da5-ace91a3d21c7,Picea glauca,
2140168e-6cd2-4ff2-9ad7-f14511253850,Picea glauca x sitchensis,
87f4bb03-c8d5-43d1-a951-d6d089912a38,Picea mariana,
da56102a-fbc0-4ecb-b390-c5df7ce2d333,Picea sitchensis,
4a68821d-8e91-4595-89f7-7aa4f2a608cb,Pine needlecast,
15f93c4d-7b6f-4fc7-88b1-6c4df0a9be43,Pinus albicaulis,
68717500-3ae3-4933-b874-c3c7d07567c6,Pinus banksiana,
06413777-ad82-4c44-bf93-1c35d8a72270,Pinus contorta,
046c60c2-21dc-4e7d-9d83-dce8b1b11136,Pinus monticola,
39b4fc03-d01f-41c8-a55a-11242c9e57ce,Pinus ponderosa,
a8aa069c-78bc-4110-bb14-404067f3f511,Pj,
8f21a2d1-1f49-4b74-8b7f-4ba7285cca16,Pl,
a587bd55-a0f5-4ea1-aec9-baa606ab68a2,Planting,
ad54e5d8-7397-4506-bd83-1d30c66ab60c,Plywood,
8b11b6d8-213b-4ff4-a747-379fb5fd22f1,Podcast,
e8e92f80-3860-44e3-8e9f-79cf18711b5c,ponderosa pine,
263fded9-be82-4be8-9373-54551778f6c8,Populus balsamifera,
3ca5ae52-7539-42b0-b7dd-e4017986ec16,Populus tremuloides,
96ee6b6d-032d-4a4f-bd07-edc63c1375ed,Populus trichocarpa,
10c34e96-3100-4a3f-8919-907a309d8a00,PP,
7b2d894c-fe46-47e0-a55f-ad11258239a4,PPdh2,
631a2bbf-d9c2-4167-be54-f16627edc04d,PPxh1,
eaf96686-174e-4094-a969-4eb6595f782c,Prescribed fire,
0497537e-0cf1-46ec-b9f5-7f569324ce2d,Presentation Slides,
e7367952-7e43-4921-ad6f-a3c76e519985,Primary transport equipment,
7e618877-1435-4c83-a3ff-0852548bee06,Processing equipment,
8578b236-8dc4-407a-9985-627bc32d37da,Pruning,
001770fb-fcdd-44b1-ad5e-db44773d1a94,Pseudotsuga menziesii,
86105a50-2211-4603-9652-16926a076a46,Pulp,
5736a0fa-f74f-4748-ad86-baa46400c465,Pw,
bac73bc0-fbb8-49c6-86d6-9bf8f76220f7,Py,
3e0cc208-3fa1-4fe3-a246-23a0577e212f,Qg,
f35afb91-1a45-4554-ab00-416d3710e434,Quebec,
09af5225-5d3f-45d6-bf7d-82d0446718e3,Quercus garryana,
d1b260b8-5289-4f72-99d7-ff4c7f84636c,Ra,
fd1417ac-e977-421c-9842-b300ea823697,red alder,
ce83c71e-cecc-4e08-bbd0-8809cc83e569,Red squirrel,
190e2a0c-88f8-47fc-9bc3-ab6f648cea4a,Reforestation,
f6a0ca91-c445-4155-ba96-eacdd77b1331,Restoration,
7225e92a-73a6-4990-ac98-38426b20ef79,Retention system,
5255dd16-8ce1-45d2-bc42-7eafc9714a62,Riparian habitat,
a0ef152f-2311-447b-b014-bf1c170f4eea,riparian management area,
df155249-d7e5-406d-81e3-733d7e258992,RMA,
df9fbfdb-5b2d-4841-9370-e9182bbe2807,Rodents,
5b779ebd-93b1-48aa-b2bd-a47a2af5d7c7,Root disease,
3a6e8eb5-73ae-48da-9d01-0f2a16c7efbf,Root rot,
f381c5f0-d82a-48c5-91e9-365caf10b0f8,Salvage,
c5cbcf44-85ad-41cf-a309-f57c088c7e41,Saskatchewan,
dbb2cdae-3b99-4a93-b541-fd3d74909f49,Sawlog,
c2e12e3f-b0ba-482f-8e8b-c61b29059b10,Sb,
38031c29-d1d2-4952-8fcd-f6d66abe6a4e,SBPS,
21af2c1b-1d52-4564-9f39-76bbe2298ab3,SBPSdc,
4e612ee8-252c-48a1-8b76-047f6bbcfd5c,SBPSmc,
5f9b4e0a-bc3b-4a2e-a761-b040eeb6c1ff,SBPSmk,
46787127-9705-42e4-bd01-36f86da24b62,SBPSmk1,
66d68e47-7faf-4c68-b139-a5bf2de4eabf,SBPSxc,
a41faf87-f09a-4875-b30d-f8e01815a0e1,SBS,
917cadcd-0698-42c5-9de8-633e89c0bf1f,SBSdh,
5b3e7bca-11bc-403d-a8d1-604d1cd9cdbe,SBSdk,
35fdd160-7255-429e-9ec5-33e492c48e98,SBSdw,
61f6fc93-de5b-411f-b268-ad47bc15782b,SBSdw1,
1fc511c1-9689-4f97-8fb3-13b4796aebd0,SBSdw2,
8f940c48-5c11-4acd-bbe3-1a70300b943e,SBSdw3,
63998621-2bc7-4028-98b4-47ae99db088e,SBSmc,
d6206984-c1ce-4975-90ad-07abde865b5d,SBSmc2,
4b608234-e62f-4d5c-830b-e13b6b25a9c0,SBSmc3,
d92f5304-4c59-4697-86a6-af72235edf3d,SBSmh,
d62c36e7-4aa7-4a43-9e42-17510801981b,SBSmk,
1268ad7a-6f4e-491d-a3ea-a39c5a5c204c,SBSmk1,
4a9d08b8-2299-4175-a2ca-7503a1f0433f,SBSmm,
669d2ccd-7c36-46b1-9265-d03d45d85714,SBSmw,
1727ed6e-87a8-4da9-861d-1b13e832028d,SBSvk,
2524b713-3611-4248-9a09-0f001426d2c3,SBSwk,
24f62638-2479-41fb-9764-8fa2fbb23de5,SBSwk1,
370a425a-fb7d-4fd2-b9a9-a1765ab1a9c4,SBSwk2,
c0d34e6e-2e1f-48ab-9860-59cbe1a15ce6,Se,
db1ed7bd-36cb-4d71-9ea0-33ed485d72db,Seed tree system,
8cf5a63b-983c-4193-bbfa-571428d88322,Selection system,
08e9427f-ad2b-4892-aef3-e88e92d8d819,Sensitive waters,
06619824-eefb-48db-ab90-178cb189c596,Shelterwood system,
4a4e7779-fa77-449d-89d9-73959c65d28f,Silvics,
eb67729d-b9de-40f1-a66a-654c5e9316a4,Single tree cut,
5643a652-af15-4d30-b5cc-7d0fb78bb30c,Site preparation,
9a3a85b3-7e81-4f59-b550-1c4a7e9fdbb1,Site productivity,
bcef878c-8e53-4b2b-b20c-80f2d6358e1d,sitka spruce,
05a5ac00-fbd3-469f-b0e9-f48fcbd1d320,Skidder,
93c7cd8f-5800-482b-8331-e94f48cefe38,Snow press,
5b5c1889-06d4-447d-b205-fe146f50ab48,Sockeye salmon,
ce7e59a5-6c5d-424f-8bae-dbd3b1887d41,Songbirds,
13bd88f1-2dad-4fec-9e6a-02d3adc188be,South Coast BC,
1f3d00f8-fc9b-4c80-9bfe-abb3e922369f,South Island BC,
11d4298c-82ed-4576-b9c3-0ecd932c3e9d,Southeast AB,
d0960771-f2c6-4e0a-a1e1-a21dfdd4267e,Southern BC,
e28e65a5-bbdd-4467-ade4-915cf71ab489,Southern Interior BC,
6d4422f9-13f3-45d4-8958-bb931a8b9f95,Southwest AB,
f1c99a32-506a-4021-b16c-c698b77d7763,Spacing,
dcb21b8f-10c3-4baf-8a00-1c327ed54705,Spruce beetle,
d0a81107-a905-4821-9b5a-a2549d806347,Spruce leader weevil,
cc112b24-3e0b-4f71-a93a-bafcf391a6d0,spruce willow birch,
c10ac747-ac90-4e19-ab1d-6ed17c01587c,Ss,
10fdcae5-66c4-42a8-849c-4a8fe6a9eb04,Stand age,
0bdc716c-3571-46bc-9466-dc68bd317ab6,Stand tending,
e7954b95-13fe-4cd9-aa41-a122d3422d34,Stem cankers,
988c61be-557d-46f1-9b9a-bd8cfcb1da66,Strip cut,
baff9d9f-4970-4bf1-a294-2859b714d499,Structure,
c492e1d1-d4ce-4bcc-a81e-4d4ac2f2959b,Sub-boreal forests,
f309a21f-017d-461f-a9d6-1e3e8eaad4d6,sub-boreal pine-spruce,
42a7dfca-5694-4390-9062-366f06b111ad,sub-boreal spruce,
fd65d194-afd8-468c-9722-9f4cdca1f01b,subalpine fir,
7261031b-7a1d-4126-b094-75c99b241ba1,Sw,
19e3f0c0-5a2c-47df-bf2d-1fa916cda1a1,SWB,
c33511af-796d-4e73-9baa-dac769a173f5,Swing yarder,
38797d98-29e2-412e-9575-4c8882a9ebde,Sx,
f7df29ed-0cb6-44b6-bea2-ef128c98b6e3,Technical Report,
12b69dd0-f04d-4f70-82ee-d598491dc57e,Tent caterpillar,
8ce5176e-b954-4b65-85c6-22b4be69a405,Terminal weevil,
6b623620-dcc3-4517-86af-a9b6f531f5e8,Thuja plicata,
5ab160aa-155a-4c46-8ca9-c045212a2efc,Timber,
ba68bfa7-7aa2-45ad-9f87-f54649bbd6de,Training,
e9d918dc-3869-4fb8-8432-45bb7f223f2c,Tree farm license,
b8ad254f-d24b-4c71-bfcb-c07bd395cc3f,trembling aspen,
9df82845-49a0-428f-8064-ad3c9be86ca3,Tsuga heterophylla,
0d6e6106-8ad7-4044-8f67-169fad717198,Tsuga mertensiana,
ad198d43-33f8-45c3-a872-18b0d147c89d,ungulate winter range,
95b720a6-4fe5-4c27-bcd3-641f0fb2dc3c,USA,
a8504539-17e2-46be-a40b-8d672c602fbf,UWR,
5d97f5a3-4511-4d8a-8296-facf0ed9681f,Variable density thinning,
dbbba79a-7b91-4550-8af3-9fbefb79f8e0,Variable retention,
69fb626f-c103-4f72-b5f7-2bce5accf74e,Veneer,
33718609-e18f-48ad-bc0d-333496de6369,Visuals,
7e48ab79-b913-4c82-bb5c-1c96e4dacad0,Volume-based,
bcb44317-5cf6-4e92-9f25-e3da9bbd7909,Washington,
eaba3d2a-678d-4b2f-be16-35656980b991,Waste management,
